Kategori,Url Berita,Tanggal,Ringkasan Fenomena,Sentiment,Alasan
Penyediaan Akomodasi,https://unair.ac.id/suramadu-akses-makin-mudah-pariwisata-madura-masih-perlu-dorongan/,18 September,"Sejak diresmikan pada Juni 2009, Jembatan Surabaya–Madura (Suramadu) menjadi ikon pembangunan di Jawa Timur. Meskipun mobilitas meningkat, pengaruh langsung Suramadu terhadap pertumbuhan pariwisata Madura masih terbatas. Penelitian menunjukkan bahwa infrastruktur pendukung di dalam pulau masih terbatas, sementara keterampilan masyarakat dan sumber daya manusia di sektor pariwisata relatif rendah. Pariwisata bukan hanya soal akses, melainkan juga kualitas destinasi, keterlibatan masyarakat, dan kesiapan industri pendukung.",Negatif,"Ringkasan berita tersebut memiliki sentimen negatif karena menunjukkan bahwa meskipun Jembatan Surabaya-Madura telah menjadi ikon pembangunan, pengaruhnya terhadap pertumbuhan pariwisata Madura masih sangat terbatas. Penelitian juga menunjukkan keterbatasan infrastruktur pendukung di pulau dan rendahnya keterampilan masyarakat serta sumber daya manusia dalam sektor pariwisata, yang berarti masih banyak tantangan yang harus dihadapi untuk meningkatkan pariwisata Madura."
Penyediaan Makan Minum,,,nan,Kosong,
Informasi dan Komunikasi,https://pusaranmedia.com/read/41551/pelajari-peningkatan-dan-penguatan-kebijakan-komunikasi-publik-dkisp-paser-kunjungi-diskominfo-surabaya,15 September,"Dinas Komunikasi, Informatika, Statistik dan Persandian (DKISP) Kabupaten Paser melakukan kunjungan kerja ke Dinas Komunikasi dan Informatika (Diskominfo) Kota Surabaya. Kepala Bidang Informasi dan Komunikasi Publik (IKP), Asnan Latief mengatakan, kunjungan ini bertujuan untuk meningkatkan dan memperkuat kebijakan komunikasi publik di Kabupaten Paser. Selama kunjungan, rombongan DKISP Paser diterima Sekretaris Diskominfo Kota Surabaya, Imam Mahmudi. Surabaya memiliki berbagai kanal pengaduan masyarakat, termasuk aplikasi Wargaku Surabaya, Kantorku, Media Center, Call Center 112, serta media sosial resmi Bangga Surabaya dan Sapawarga Surabaya. Surabaya juga memiliki 153 Kelompok Informasi Masyarakat (KIM) aktif yang berperan sebagai mitra strategis pemerintah dalam penyebarluasan informasi publik.",Positif,"Dalam ringkasan, sentimen yang diidentifikasi sebagai positif adalah karena kunjungan DKISP Kabupaten Paser ke Diskominfo Kota Surabaya memiliki tujuan meningkatkan dan memperkuat kebijakan komunikasi publik. Hal ini menunjukkan adanya upaya untuk mengoptimalkan komunikasi dengan masyarakat, sehingga dapat meningkatkan kepuasan dan keterlibatan warga. Kehadiran kanal pengaduan masyarakat yang beragam juga menunjukkan kemampuan Surabaya dalam memberikan ruang untuk warga untuk berpartisipasi dalam proses penyebarluasan informasi, sehingga hal ini memungkinkan tercapainya tujuan positif."
Jasa Perantara Keuangan,,,nan,Kosong,
Asuransi dan Dana Pensiun,"https://wartaekonomi.co.id/read582987/ekonomi-gonjang-ganjing-axa-mandiri-ingatkan-pentingnya-program-pensiun-karyawan-sejak-dini, https://money.kompas.com/read/2025/09/17/204402626/survei-biaya-medis-jadi-alasan-pasien-indonesia-tunda-perawatan",17 September; 17 September,"AXA Mandiri memperingati pentingnya program pensiun bagi karyawan melalui kegiatan literasi dan client gathering. AXA Mandiri juga menyerahkan bukti tanda kepesertaan Program Pensiun Iuran Pasti (PPIP) untuk beberapa perusahaan. PPIP memberikan perencanaan dan manfaat pensiun bagi karyawan. DPLK AXA Mandiri telah mengelola lebih dari Rp15 triliun dana pensiun pada semester satu 2025, serta mencapai 526 perusahaan peserta dengan total pekerja terlindungi mencapai 200 ribu lebih.",Positif,"AXA Mandiri memperingati pentingnya program pensiun bagi karyawan melalui kegiatan literasi dan client gathering, serta menyerahkan bukti tanda kepesertaan PPIP untuk beberapa perusahaan. Informasi ini memberikan gambaran bahwa AXA Mandiri peduli terhadap kesejahteraan karyawan dan berkomitmen meningkatkan kesadaran tentang pentingnya program pensiun. Keterangan juga menunjukkan peningkatan jumlah peserta dan total pekerja terlindungi, yang mengarah pada sentimen positif bahwa AXA Mandiri melakukan usaha untuk meningkatkan kesejahteraan karyawan."
Jasa Keuangan Lainnya,https://www.kabarbisnis.com/read/28131633/ketimbang-paylater-utang-warga-ri-lebih-banyak-di-pinjol-nilainya-hampir-rp85-triliun,5 September,"Ketimbang paylater, utang warga RI lebih banyak di-pinjol Nilaiya hampir Rp85 triliun. Data BPS menunjukkan bahwa nilai kredit yang digunakan masyarakat Indonesia untuk berbelanja dan membayar tagihan mencapai Rp84,9 triliun pada Juni 2022. Sementara itu, paylater menjadi salah satu metode pembayaran digital yang populer di kalangan masyarakat.",Negatif,"Ringkasan berita ini menunjukkan bahwa utang warga RI mencapai Rp85 triliun, yang lebih besar dibandingkan dengan nilai kredit untuk paylater. Alasan sentimen negatif dalam ringkasan ini adalah karena utang yang begitu banyak dapat mempengaruhi keuangan masyarakat dan meningkatkan risiko keterlambatan bayar, sehingga menimbulkan ketidaksahan hati dan kesedihan bagi mereka yang terjebak dalam hutang."
Jasa Penunjang Keuangan,,,nan,Kosong,
Real Estate,https://publiknews.com/jawa-timur/berita/16723/terpilih-secara-aklamasi-dessy-agriyani-pimpin-dpc-arebi-sidoarjo-periode-2025-2028,24 September,"Dessy Agriyani terpilih secara aklamasi sebagai Ketua Dewan Pimpinan Cabang (DPC) Asosiasi Real Estate Broker Indonesia (AREBI) Sidoarjo periode 2025-2028. Pemilihan ini digelar dalam Musyawarah Cabang Luar Biasa (Muscablub) di Fave Hotel Sidoarjo pada 22 September 2025. Dessy Agriyani, seorang ahli properti profesional dari PT Dewe Makmur Mapan, menjadi calon satu-satunya yang memenuhi kriteria sebagai Ketua AREBI DPC Sidoarjo yang diusung oleh para anggota. Proses pemilihan berjalan dengan lancar dan demokratis, dan Dessy Agriyani terpilih secara aklamasi sebagai ketua terpilih.",Positif,"Ringkasan tersebut memiliki sentimen positif karena deskripsi tentang proses pemilihan yang ""lancar"" dan ""demokratis"", serta pengumuman Dessy Agriyani sebagai Ketua terpilih dengan cara aklamasi, menunjukkan adanya kepuasan dan kesadaran para anggota terhadap hasil pemilihan. Hal ini membantu meningkatkan kepercayaan dan kepuasan terhadap proses tersebut."
Jasa Perusahaan,,,nan,Kosong,
"Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib","https://suryakabar.com/2025/09/17/bupati-subandi-mutasi-61-pejabat-di-lingkungan-pemkab-sidoarjo/, https://www.neraca.co.id/article/224864/mendagri-kepala-daerah-gunakan-wewenang-untuk-rakyat",17 September; 11 September,"Bupati Sidoarjo, Subandi, melakukan mutasi 61 pejabat di lingkungan Pemkab Sidoarjo. Pelantikan dan sumpah jabatan digelar di Pendapa Delta Wibawa. Mutasi meliputi jabatan-jabatan seperti direktur RSUD, kepala BKD, Kepala Bapeda, Kepala DPMPTSP, Kepala Badan Pelayanan Pajak Daerah (BPPD), dan lain-lain. Subandi menegaskan bahwa rotasi dan promosi jabatan dilakukan secara adil, objektif, dan profesional untuk menempatkan aparatur sipil negara (ASN) sesuai keahlian dan kemampuannya.",Positif,"Dalam ringkasan berita ini, sentimen ""Positif"" dipilih karena Bupati Sidoarjo, Subandi, menegaskan bahwa mutasi pejabat dilakukan secara adil, objektif, dan profesional. Hal ini menunjukkan bahwa tindakan tersebut didasarkan pada prinsip-prinsip yang sesuai dengan nilai-nilai keadilan dan profesionalisme. Selain itu, penegasan Subandi juga menunjukkan kesungguhan dan transparansi dalam pengambilan keputusan, sehingga memberikan gambaran yang positif tentang kinerja Bupati Sidoarjo sebagai pemimpin."
Jasa Pendidikan,https://pojoknasional.co.id/ketua-faam-menyeret-pendidikan-nganjuk-ke-meja-bpk/,9 Septemebr,"Ketua Forum Aspirasi dan Advokasi Masyarakat (FAAM) DPC Nganjuk, Achmad Ulinuha, mengunjungi kantor Badan Pemeriksa Keuangan (BPK) Perwakilan Jawa Timur untuk menyerahkan pengaduan masyarakat (Dumas) dan permohonan audit terhadap lembaga pendidikan di Kabupaten Nganjuk. Berdasarkan informasi, dana pendidikan yang bersumber dari APBN maupun APBD dialokasikan lebih dari Rp 120 miliar untuk jenjang SD, SMP, dan SMA/SMK. Selain itu, BPK berwenang melakukan pemeriksaan atas pengelolaan keuangan negara, termasuk dana pendidikan yang bersumber dari APBN maupun APBD.",Positif,"Ringkasan ini memiliki sentimen positif karena berisi tindakan proaktif dan transparansi pemerintahan. Ketua FAAM mengunjungi BPK untuk menyerahkan pengaduan masyarakat dan permohonan audit, yang menunjukkan keseriusan dalam mengawasi pengelolaan dana pendidikan. Selain itu, adanya alokasi dana pendidikan yang signifikan juga menunjukkan komitmen pemerintah untuk meningkatkan kualitas pendidikan masyarakat."
Jasa Kesehatan dan Kegiatan Sosial,,,nan,Kosong,
Jasa lainnya,"https://infobanknews.com/sesmenko-beberkan-peran-kek-dalam-dorong-pertumbuhan-ekonomi-ri/, https://radarlampung.bacakoran.co/read/25788/enam-kek-tunggu-penetapan-pp",11 September; 14 September,"Sesmenko menegaskan pentingnya keberadaan Kawasan Ekonomi Khusus (KEK) dalam mendukung visi pembangunan nasional. KEK diharapkan menjadi motor akselerasi pertumbuhan ekonomi Indonesia, menarik investasi berkualitas, dan memperkuat sektor jasa dan digital. Hingga 30 Juni 2025, terdapat 25 KEK yang tersebar di berbagai daerah dengan total realisasi investasi mencapai Rp294,4 triliun. KEK juga telah menyerap 28.094 tenaga kerja atau 56,4 persen dari target tahun ini.",Positif,Ringkasan tersebut memiliki sentimen positif karena berisi informasi tentang keberhasilan Kawasan Ekonomi Khusus (KEK) dalam mendukung visi pembangunan nasional dan mencapai target realisasi investasi serta penyerapan tenaga kerja. Penegasan pentingnya KEK sebagai motor akselerasi pertumbuhan ekonomi Indonesia juga menunjukkan optimism terhadap potensi KEK dalam meningkatkan kemajuan negara.
