Kategori,Url Berita,Tanggal,Ringkasan Fenomena,Sentiment,Alasan
Pengadaan Gas dan Produksi Es,https://kanalindonesia.com/2025/10/kpk-tahan-mantan-direktur-utama-pgn-terkait-kasus-jual-beli-gas/,2 Oktober,Fenomena yang disorot adalah penahanan mantan Direktur Utama PT Perusahaan Gas Negara (PGN) oleh Komisi Pemberantasan Korupsi (KPK) terkait dugaan kasus korupsi dalam proses jual beli gas.,Negatif,"Alasan utama di balik penahanan ini adalah adanya dugaan kuat penyalahgunaan wewenang dan perbuatan melawan hukum dalam proses transaksi jual beli gas, yang ditujukan untuk mengamankan bukti dan memperlancar proses penyidikan"
"Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang","https://radarsidoarjo.jawapos.com/kota-delta/856724737/hadapi-musim-penghujan-pemkab-sidoarjo-siagakan-34-pompa-air, https://radarsidoarjo.jawapos.com/kota-delta/856698332/jelang-musim-hujan-pemkab-sidoarjo-kebut-normalisasi-sungai",20 Oktober; 14 Oktober,"Pemerintah Kabupaten (Pemkab) Sidoarjo mengantisipasi musim penghujan dengan menyiapkan 34 pompa air. Langkah ini diambil untuk mengatasi banjir yang dapat terjadi. Selain itu, Pemkab juga melakukan normalisasi sungai sebelum musim hujan tiba. Normalisasi sungai dilakukan untuk mengurangi risiko banjir dan mencegah kerusakan pada infrastruktur.",Positif,"Ringkasan berita ini memiliki sentimen positif karena Pemkab Sidoarjo mengambil langkah proaktif untuk antisipasi musim penghujan dan mencegah banjir. Langkah tersebut membantu meningkatkan keselamatan warga dan mencegah kerusakan pada infrastruktur, sehingga berdampak positif bagi masyarakat."
Konstruksi,"https://radarsidoarjo.jawapos.com/kota-delta/856714207/disporapar-sidoarjo-siapkan-rencana-pembangunan-sirkuit-balap-anggaran-capai-rp-5-m, https://radarsidoarjo.jawapos.com/kota-delta/856714042/wabup-sidoarjo-mimik-idayana-sidak-jembatan-ambruk-perbaikan-dimulai-akhir-oktober, https://radarsidoarjo.jawapos.com/kota-delta/856757912/11-titik-betonisasi-di-sidoarjo-dikebut-target-rampung-desember",17 Oktober; 17 Oktober; 28 Oktober,"Disporapar Sidoarjo siapkan rencana pembangunan sirkuit balap dengan anggaran Rp 5 miliar. Wabup Sidoarjo, Mimik Idayana, meninjau proyek renovasi jembatan yang ambruk dan perbaikan dimulai akhir Oktober. Pemerintah Sidoarjo juga berencana untuk rampungkan 11 titik betonisasi di wilayahnya dengan target selesai Desember.",Positif,Ringkasan tersebut memiliki sentimen positif karena berisi informasi tentang pembangunan dan perbaikan infrastruktur yang akan meningkatkan kualitas hidup masyarakat Sidoarjo. Rencana pembangunan sirkuit balap dengan anggaran Rp 5 miliar serta renovasi jembatan dan perbaikan 11 titik betonisasi menunjukkan komitmen Pemerintah Sidoarjo dalam meningkatkan kualitas hidup warga. Sentimen positif juga ditunjukkan oleh target selesai Desember yang memungkinkan masyarakat Sidoarjo merasa dijamin keberhasilan proyek tersebut.
"Perdagangan Mobil, Sepeda Motor dan Reparasinya",https://beritajatim.com/pelanggan-di-bojonegoro-yang-keluhkan-kendala-usai-isi-bbm-pertalite-bisa-mengadu-di-dua-posko-ini,27 Oktober,"Pertamina Patra Niaga Regional Jatimbalinus membuka posko keluhan pelanggan di tiga titik, dua di Kabupaten Bojonegoro dan satu di Kabupaten Tuban, untuk menanggapi aduan masyarakat terkait kendala pada mesin kendaraan setelah pengisian BBM Pertalite. Masyarakat yang mengalami keluhan dapat mendatangi posko di SPBU 5462101 Jalan MT Haryono dan SPBU 5462106 Jalan Sawunggaling, atau menghubungi layanan resmi Pertamina Contact Center melalui Call Center 135, Email pcc135@pertamina.com, atau DM Instagram @pertamina.135. Selain itu, pasokan BBM ke seluruh SPBU dipastikan tetap lancar untuk memenuhi kebutuhan energi masyarakat.",Positif,"Berdasarkan ringkasan, sentimen yang diberikan adalah ""Positif"" karena Pertamina menunjukkan kesadaran dan komitmen dalam menanggapi aduan masyarakat terkait kendala pada mesin kendaraan. Dengan membuka posko keluhan pelanggan di tiga titik, Pertamina menawarkan solusi langsung untuk mengatasi masalah yang dialami oleh masyarakat. Selain itu, pasokan BBM juga dipastikan tetap lancar, sehingga kebutuhan energi masyarakat terjamin."
"Perdagangan Besar dan Eceran, Bukan Mobil dan Sepeda Motor",https://beritajatim.com/pemkab-pamekasan-dinilai-lalai-perhatikan-nasib-pedagang-kecil,27 Oktober,Pemkab Pamekasan dinilai lalai dan tidak serius memperhatikan nasib pedagang kecil. Bupati Kholillurrahman juga dinilai tidak menepati janji kepada para Pedagang Kaki Lima (PKL). Para PKL menuntut kembali berjualan di kawasan Arek Lancor dan menolak kebijakan pemerintah untuk memindahkan mereka ke Sentra PKL di area Food Colony Jl Kesehatan. Mereka juga menunjukkan kesalahan Pemkab Pamekasan yang tidak serius memperhatikan nasib para PKL. Aksi demo PKL dilakukan sebagai bentuk putus asa menanti janji Pemkab Pamekasan.,Negatif,"Ringkasan ini berisi kritik dan kekecewaan terhadap Pemkab Pamekasan, termasuk Bupati Kholillurrahman, karena dinilai lalai dan tidak serius memperhatikan nasib pedagang kecil. Kritik-kritik ini menjadikan sentimen berupa negatif, sebab ringkasan lebih fokus pada kegagalan Pemkab Pamekasan dalam memenuhi janji dan memperhatikan nasib para Pedagang Kaki Lima (PKL)."
Angkutan Rel,https://rri.co.id/bisnis/1916841/kai-kembangkan-ekosistem-logistik-rel-di-jawa-tengah,21 Oktober,"Fenomena yang disorot adalah komitmen PT Kereta Api Indonesia (KAI) untuk mengembangkan ekosistem logistik berbasis rel di Jawa Tengah, yang mencakup integrasi layanan dari hulu ke hilir untuk mempermudah dan mengefisienkan pergerakan barang.",Positif,Alasan utama KAI mengembangkan ekosistem ini adalah untuk mengurangi biaya logistik nasional yang selama ini didominasi oleh transportasi darat (jalan raya)
Angkutan Darat,https://suarantb.com/2025/10/02/ada-shuttle-bus-gratis-di-motogp-2025-ini-jadwal-dan-waktu-keberangkatannya/,2 Oktober,"Fenomena yang disorot adalah penyediaan layanan shuttle bus gratis untuk memfasilitasi pergerakan penonton menuju lokasi penyelenggaraan MotoGP 2025, lengkap dengan rincian jadwal dan waktu keberangkatan.",Positif,"Alasan utama penyediaan shuttle bus gratis ini adalah untuk mengurai kemacetan lalu lintas dan mengatasi keterbatasan area parkir di sekitar sirkuit, serta meningkatkan keamanan dan kelancaran mobilitas penonton dari titik-titik kumpul ke lokasi acara"
Angkutan Laut,https://rri.co.id/medan/bisnis/1893052/pelindo-terapkan-csms-di-pelabuhan-surabaya,10 Oktober,"Fenomena yang disorot adalah penerapan Contractor Safety Management System (CSMS) oleh PT Pelindo di Pelabuhan Surabaya, sebuah sistem manajemen yang ketat untuk memastikan bahwa seluruh kontraktor dan mitra kerja mematuhi standar keselamatan, kesehatan kerja, dan lingkungan (K3L) tertinggi.",Positif,Alasan utama penerapan CSMS adalah untuk meminimalkan risiko kecelakaan kerja dan meningkatkan efisiensi operasional di pelabuhan.
Angkutan Sungai Danau dan Penyeberangan,https://rri.co.id/nataru/1915377/asdp-siapkan-dua-pelabuhan-alternatif-untuk-angkutan-nataru,21 Oktober,Fenomena yang disorot adalah PT ASDP Indonesia Ferry (Persero) menyiapkan dua pelabuhan alternatif untuk mendukung kelancaran dan kepadatan layanan angkutan selama periode Natal dan Tahun Baru (Nataru).,Positif,Alasan utama penyiapan pelabuhan alternatif ini adalah untuk mengurai kepadatan dan mengurangi waktu tunggu (delay) di pelabuhan utama.
Angkutan Udara,"https://radarsidoarjo.jawapos.com/kota-delta/856708907/layani-40-rute-penerbangan-penumpang-di-bandara-juanda-sidoarjo-tembus-10-juta-ini-rute-favorit, https://beritajatim.com/super-air-jet-buka-rute-langsung-jakarta-kediri-terbang-perdana-10-november-2025-di-hari-pahlawan, https://radarsidoarjo.jawapos.com/kota-delta/856763022/bandara-juanda-sidoarjo-buka-rute-baru-ke-fuzhou-tiongkok-ini-jadwalnya",16 Oktober; 24 Oktober; 29 Oktober,"Bandara Juanda Sidoarjo membuka rute baru ke Fuzhou, Tiongkok. Simultaneously, Super Air Jet akan membuka rute penerbangan langsung Jakarta-Kediri mulai 10 November 2025, bertepatan dengan peringatan Hari Pahlawan. Rute ini menjadi langkah strategis untuk memperkuat konektivitas udara antara ibu kota dan kawasan selatan Jawa Timur. Super Air Jet akan beroperasi tiga kali setiap pekan, yakni setiap Senin, Rabu, dan Jumat. Penerbangan ini dilayani menggunakan pesawat Airbus A320-200 dengan fasilitas bagasi gratis 10 kilogram.",Positif,"Rangkuman berita tentang pembukaan rute penerbangan baru oleh Super Air Jet dan Bandara Juanda Sidoarjo menunjukkan sentimen positif karena berita tersebut memberikan informasi tentang perkembangan konektivitas udara yang memperkuat hubungan antara ibu kota dan kawasan selatan Jawa Timur. Pembukaan rute baru juga menjanjikan peningkatan ekonomi dan peluang bisnis, sehingga berita ini dianggap memiliki implikasi positif bagi masyarakat."
"Pergudangan dan Jasa Penunjang Angkutan, Pos dan Kurir",https://www.jpnn.com/news/pt-bharadaksa-niaga-international-terima-izin-fasilitas-gudang-berikat-dari-bea-cukai,20 Oktober,"PT Bharadaksa Niaga International has been granted a bonded warehouse facility by the Indonesian Customs Office (Kantor Wilayah Bea Cukai Jawa Timur I) and Tanjung Perak Customs. The facility is located in Komplek Pusat Pergudangan Romokalisari, Sidoarjo, and will be used to store various goods, including tobacco and industrial supplies. The company has been given several incentives, including customs duty exemptions and tax holidays, for the importation of these goods.",Positif,"Ringkasan ini ditandai dengan sentimen positif karena PT Bharadaksa Niaga International diberi fasilitas gudang berizin oleh Kantor Wilayah Bea Cukai Jawa Timur I dan Tanjung Perak Customs. Fasilitas ini memberikan keuntungan kepada perusahaan, seperti penghapusan bea masuk dan cuti pajak, untuk impor berbagai barang, termasuk tembakau dan suplai industri. Kedudukan ini menunjukkan bahwa pemerintah Indonesia mendukung keberhasilan perusahaan dan mempromosikan investasi."
Penyediaan Akomodasi,https://surabaya.times.co.id/news/ekonomi/L9yjjDhSI/Sektor-Pertanian-Menjadi-Penyumbang-Angka-Terbesar-PDRB-Pangandaran,7 Oktober,"Fenomena yang disorot adalah konfirmasi bahwa sektor pertanian (termasuk kehutanan dan perikanan) menjadi penyumbang terbesar dalam Produk Domestik Regional Bruto (PDRB) Kabupaten Pangandaran, melebihi sektor lainnya seperti pariwisata",Positif,Alasan sektor pertanian menjadi penyumbang PDRB terbesar adalah karena besarnya luas lahan yang didedikasikan untuk pertanian dan perikanan serta keterlibatan sebagian besar penduduk Pangandaran dalam kegiatan tersebut
Penyediaan Makan Minum,"https://beritajatim.com/dorong-umkm-naik-kelas-pemkot-mojokerto-gandeng-kemenparekraf-gelar-pelatihan-skill-advertising, https://kumparan.com/beritaanaksurabaya/perlukah-bahasa-isyarat-masuk-kurikulum-pakar-pendidikan-berikan-penjelasan-262hFTEbPg0",20 Oktober; 14 Oktober,"Fenomena yang disorot dari kedua berita tersebut adalah adanya upaya aktif dalam peningkatan kualitas sumber daya manusia (SDM) dan inklusivitas di Indonesia. Di satu sisi, terjadi kerja sama antara Pemerintah Kota Mojokerto dengan Kemenparekraf untuk memberikan pelatihan skill advertising guna mendorong UMKM naik kelas",Positif,Alasan di balik kedua inisiatif ini adalah upaya peningkatan kualitas SDM dan penguatan daya saing nasional. Pelatihan advertising bertujuan untuk memperluas pasar UMKM agar dapat bersaing secara digital (alasan ekonomi)
Informasi dan Komunikasi,"https://www.bnpb.go.id/berita/insiden-ponpes-al-khoziny-sidoarjo-tim-sar-gabungan-temukan-lima-korban-selamat, https://schoolmedia.id/lipsus/4334/insiden-musala-al-khoziny-sidoarjo-sudah-40-jenazah-ditemukan",2 Oktober; 6 Oktober,"Fenomena yang disorot adalah insiden serius di Pondok Pesantren Al-Khoziny, Sidoarjo, yang mengakibatkan banyak korban jiwa dan luka-luka, dengan laporan awal tentang ditemukannya lima korban selamat, namun laporan terbaru menyebutkan sudah 40 jenazah ditemukan.",Negatif,"Alasan utama insiden ini menjadi sorotan berita adalah karena tragedi ini menyangkut nyawa santri di lingkungan pendidikan, memicu respons cepat dari Badan Nasional Penanggulangan Bencana (BNPB) dan berbagai elemen tim SAR untuk mencari, mengevakuasi korban, dan memberikan penanganan medis, yang bertujuan untuk memitigasi dampak bencana dan memberikan kepastian kepada keluarga korban."
Jasa Perantara Keuangan,,,nan,Kosong,
Asuransi dan Dana Pensiun,https://www.beritasatu.com/ekonomi/2929406/sejak-berdiri-ojk-selesaikan-165-perkara-keuangan-nasional,8 Oktober,"Fenomena yang disorot adalah pengumuman capaian Otoritas Jasa Keuangan (OJK) sejak pendiriannya, di mana lembaga tersebut telah menyelesaikan 165 perkara keuangan nasional yang melibatkan berbagai sektor jasa keuangan",Positif,"Alasan utama di balik upaya penyelesaian perkara ini adalah untuk menegakkan disiplin pasar dan hukum di sektor jasa keuangan, memberikan efek jera kepada pelaku pelanggaran, serta memulihkan kerugian yang dialami konsumen dan masyarakat"
Jasa Keuangan Lainnya,https://rri.co.id/keuangan/1927010/sidoarjo-raup-untung-dari-dana-menganggur,26 Oktober,"Sidoarjo Raup Untung dari Dana Menganggur. Pemerintah Kabupaten Sidoarjo menempatkan lebih dari Rp900 miliar dana daerah di sejumlah bank milik negara, dengan imbal hasil mencapai Rp14,28 miliar. Namun, praktik ini dinilai oleh peneliti tata kelola keuangan sebagai wajah lama birokrasi keuangan yang lamban dan berhitung terlalu hati-hati, tapi miskin eksekusi. Penempatan terbesar berada di Bank Jatim, dengan bunga di atas Rp1,3 miliar per periode.",Negatif,"Berdasarkan ringkasan, sentimen yang dituliskan sebagai ""Negatif"" karena praktik penempatan dana daerah oleh Pemerintah Kabupaten Sidoarjo dinilai sebagai wajah lama birokrasi keuangan yang lamban dan berhitung terlalu hati-hati, tapi miskin eksekusi. Kritikan peneliti tata kelola keuangan tersebut mengindikasikan bahwa praktik ini kurang efektif dan efisien, sehingga membentuk kesan negatif pada sentimen."
Jasa Penunjang Keuangan,,,nan,Kosong,
Real Estate,https://kanalindonesia.com/2025/10/persidangan-setempat-pn-gresik-soal-pemanfaatan-lahan-real-estate-oleh-pt-kasih-jatim-yang-terkesan-tidak-maksimal/,10 Oktober,Fenomena yang disorot adalah dilaksanakannya persidangan setempat (pemeriksaan di lokasi) oleh Pengadilan Negeri (PN) Gresik terkait gugatan mengenai pemanfaatan lahan real estate oleh PT Kasih Jatim yang dinilai tidak maksimal.,Negatif,Alasan utama dilakukannya persidangan setempat ini adalah untuk memastikan kebenaran materi gugatan dan mendapatkan bukti visual dan kontekstual secara langsung di lokasi sengketa.
Jasa Perusahaan,https://jatim.antaranews.com/berita/993109/kakanwil-bpn-jatim-targetkan-100-ribu-sertifikat-tanah-wakaf-2026,25 Oktober,"Kepala Kantor Wilayah Badan Pertanahan Nasional Jawa Timur Asep Heri menargetkan 100 ribu sertifikat tanah wakaf pada tahun 2026. BPN Jatim berkomitmen untuk mempercepat penyelesaian sertifikasi tanah wakaf di Jawa Timur, dengan sasaran 54,75 persen tanah wakaf yang telah bersertifikat sebelumnya. Berdasarkan hasil sensus, tercatat sebanyak 132.477 bidang tanah wakaf di Jawa Timur, dengan 72.532 bidang yang telah bersertifikat dan 59.945 lainnya belum bersertifikat.",Positif,"Asep Heri's target to issue 100,000 land certificates for wakaf land in East Java is considered positive because it indicates a commitment from BPN Jatim to accelerate the certification process, aiming to increase the percentage of certified wakaf land. The goal to certify 54.75% of existing wakaf land also shows a proactive approach to resolving outstanding issues, which ultimately benefits the community."
"Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib","https://radarsidoarjo.jawapos.com/kota-delta/856696614/proyeksi-keuangan-dalam-apbd-2026-yang-disusun-pemkab-sidoarjo-dinilai-dprd-terlalu-pesimis, https://jatim.antaranews.com/berita/992705/bpjs-ketenagakerjaan-sidoarjo-dmi-sosialisasikan-manfaat-program, https://beritajatim.com/menanggapi-isu-dugaan-oplosan-pertalite-di-tuban-polisi-langsung-sidak-di-spbu, https://beritajatim.com/wabup-mojokerto-dorong-pelaku-usaha-tembakau-patuh-perizinan, https://beritajatim.com/wali-kota-mojokerto-resmikan-kkmp-gedongan-dorong-inovasi-layanan, https://radarsidoarjo.jawapos.com/kota-delta/856764141/wabup-sidoarjo-mimik-idayana-tinjau-perlintasan-ka-desa-gelam-dukung-rencana-pelebaran-jalan",13 Oktober; 24 Oktober; 27 Oktober; 30 Oktober; 30 Oktober; 29 Oktober,"BPJS Ketenagakerjaan Sidoarjo-DMI sosialisasikan manfaat program kepada imam masjid di wilayah Sidoarjo. Tujuan sosialisasi ini adalah meningkatkan pemahaman para imam masjid terkait pentingnya perlindungan jaminan sosial ketenagakerjaan, terutama dalam menghadapi risiko kerja maupun perlindungan bagi keluarga. Kegiatan ini juga dilakukan penyerahan simbolis santunan Jaminan Kematian (JKM) kepada ahli waris almarhum Abdul Manan.",Positif,"Ringkasan tersebut memiliki sentimen positif karena kegiatan sosialisasi program BPJS Ketenagakerjaan Sidoarjo-DMI kepada imam masjid di wilayah Sidoarjo menunjukkan tujuan meningkatkan pemahaman para imam masjid terkait pentingnya perlindungan jaminan sosial ketenagakerjaan. Hal ini menunjukkan bahwa kegiatan tersebut berfokus pada upaya peningkatan kesadaran dan kemampuan para imam masjid dalam membantu masyarakat, sehingga memiliki kontribusi positif terhadap masyarakat."
Jasa Pendidikan,https://radarsidoarjo.jawapos.com/kota-delta/856739381/smk-antartika-2-sidoarjo-gelar-job-matching-2025-buka-250-lowongan-kerja,23 Oktober,SMK Antartika 2 Sidoarjo menggelar program Job Matching 2025 yang membuka 250 lowongan kerja. Program ini bertujuan mempersiapkan siswa untuk masuk ke dunia kerja. SMK Antartika 2 Sidoarjo juga berupaya meningkatkan kemampuan siswa dalam mencari pekerjaan dengan cara memberikan pelatihan dan pengalaman berbagi kisah sukses pelaku bisnis.,Positif,"Berdasarkan ringkasan, sentimen tersebut dikategorikan sebagai positif karena program Job Matching 2025 SMK Antartika 2 Sidoarjo memiliki tujuan mempersiapkan siswa untuk masuk ke dunia kerja dan meningkatkan kemampuan mereka dalam mencari pekerjaan. Program ini juga memberikan pelatihan dan pengalaman berbagi kisah sukses pelaku bisnis, yang dapat membantu siswa menjadi lebih siap dan percaya diri dalam menemukan pekerjaan. Hal ini menunjukkan bahwa program ini memiliki nilai positif dan progresif untuk meningkatkan kesempatan kerja bagi siswa."
Jasa Kesehatan dan Kegiatan Sosial,"https://radarsidoarjo.jawapos.com/kota-delta/856711494/bpjs-kesehatan-sidoarjo-jelaskan-prinsip-gotong-royong-bagi-peserta-jkn, https://radarsidoarjo.jawapos.com/kota-delta/856740086/gigi-sehat-dan-terawat-lewat-program-jkn",16 Oktober; 23 Oktober,"BPJS Kesehatan Sidoarjo menjelaskan prinsip gotong royong bagi peserta JKN. Prinsip tersebut berfokus pada keterlibatan masyarakat dalam pengelolaan kesehatan dan kecantikan. Dalam program JKN, BPJS Kesehatan Sidoarjo membagi beberapa komponen, termasuk gigi sehat dan terawat, untuk meningkatkan kualitas hidup peserta.

BPJS Kesehatan Sidoarjo juga menekankan pentingnya perawatan gigi sebagai bagian dari kesihatan umum. Melalui program JKN, BPJS Kesehatan Sidoarjo berupaya meningkatkan kualitas hidup masyarakat melalui prinsip gotong royong dan komponen-komponen lainnya.",Positif,"Ringkasan tersebut memiliki sentimen positif karena berisi informasi tentang upaya BPJS Kesehatan Sidoarjo untuk meningkatkan kualitas hidup masyarakat melalui program JKN yang berfokus pada keterlibatan masyarakat dalam pengelolaan kesehatan dan kecantikan. Penekanan pada pentingnya perawatan gigi sebagai bagian dari kesihatan umum juga menunjukkan bahwa BPJS Kesehatan Sidoarjo berusaha meningkatkan kualitas hidup masyarakat secara komprehensif, sehingga menghasilkan sentimen positif."
Jasa lainnya,https://www.g-news.id/ekonomi/1581714497/wujudkan-pemerataan-kesejahteraan-bri-salurkan-kur-massal-untuk-800000-debitur-dan-luncurkan-kredit-program-perumahan-di-surabaya,23 Oktober,Fenomena yang disorot adalah PT Bank Rakyat Indonesia (Persero) Tbk. (BRI) menyalurkan Kredit Usaha Rakyat (KUR) secara massal kepada 800.000 debitur dan sekaligus meluncurkan program kredit perumahan di Surabaya.,Positif,"Alasan utama di balik penyaluran KUR massal dan kredit perumahan ini adalah untuk mewujudkan pemerataan kesejahteraan dengan mendukung pertumbuhan UMKM sebagai tulang punggung ekonomi, sekaligus mendukung program pemerintah dalam penyediaan rumah terjangkau bagi masyarakat."
